Cluster ID,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2
x,597,CPS_Early_Childhood_Portal_scrape.csv, Church of God True Believers - Church of God Day Care,1738 W Marquette Rd ,,4715222,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
244,598,CPS_Early_Childhood_Portal_scrape.csv, Jungman,1746 S. Miller ,,5347375,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
x,599,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services of Illinois - Rogers Park / LSSI,1754 W Devon Ave ,,2623366,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,600,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Guadalupano Family Center,1814 S Paulina St ,,6663883,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,601,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Guadalupano Family Center,1814 S Paulina St ,,6663883,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,602,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - McCormick Tribune- YMCA,1834 N Lawndale Ave ,,2352525,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,603,CPS_Early_Childhood_Portal_scrape.csv, Yates,1839 N. Richmond ,,5344550,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
164,604,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Wee Care Nursery and Kindergarden,1845 E 79th St ,,2214442,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
245,605,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Nico's,1855 W 95th St ,,2380117,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
246,606,CPS_Early_Childhood_Portal_scrape.csv, Esmond,1865 W. Montvale ,,5352650,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
x,607,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Malcolm X College,1900 W Van Buren St ,,8507000,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
22,608,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Malcolm X College,1900 W Van Buren St ,,8507000,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
20,609,CPS_Early_Childhood_Portal_scrape.csv, Whittier,1900 W. 23rd St. ,,5354590,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
247,610,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services of Illinois - Englewood Messiah,1910 W 64th ST ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,611,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - Vereva,1935 W 51st St ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,612,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Kiddie Kottage,1946 W 87th St ,,2337292,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,613,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Guadalupe Reyes Children & Family Center,1951 W 19th St ,,9972021,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,614,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Guadalupe Reyes Children & Family Center,1951 W 19th St ,,9972021,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
15,615,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Loop,2001 S Michigan Ave ,,2258828,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,616,CPS_Early_Childhood_Portal_scrape.csv, North Avenue Day Nursery - North Avenue Day Nursery,2001 W Pierce Ave ,,3424499,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
36,617,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center CTR 2020,2020 W Roosevelt Rd ,,2437300,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,618,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center CTR 2020,2020 W Roosevelt Rd ,,2437300,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
248,619,CPS_Early_Childhood_Portal_scrape.csv, Chase,2021 N. Point St. ,,5344185,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
249,620,CPS_Early_Childhood_Portal_scrape.csv, Lloyd,2103 N. Lamon ,,5343070,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
250,621,CPS_Early_Childhood_Portal_scrape.csv, Herbert,2131 W. Monroe ,,5347806,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
251,622,CPS_Early_Childhood_Portal_scrape.csv, Spencer,214 N. Lavergne ,,5346150,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
252,623,CPS_Early_Childhood_Portal_scrape.csv, First Church of Love And Faith - First Church of Love & Faith Church,2140 W 79th St ,,8739155,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,624,CPS_Early_Childhood_Portal_scrape.csv, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,,7910418,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,625,CPS_Early_Childhood_Portal_scrape.csv, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,,7910418,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,626,CPS_Early_Childhood_Portal_scrape.csv, First Church of Love And Faith - First Church of Love & Faith Annex,2141 W 79th St ,,2246800,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,627,CPS_Early_Childhood_Portal_scrape.csv, Paderewski,2221 S. Lawndale ,,5341821,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
x,628,CPS_Early_Childhood_Portal_scrape.csv, Ellington,224 N. Central ,,5346361,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
166,629,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Love Learning Center,228 E 61st St ,,7520243,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
253,630,CPS_Early_Childhood_Portal_scrape.csv, Claremont,2300 W. 64th St ,,5358110,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
254,631,CPS_Early_Childhood_Portal_scrape.csv, Pickard,2301 W. 21st Pl. ,,5357280,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
255,632,CPS_Early_Childhood_Portal_scrape.csv, Dett,2306 W. Maypole ,,5347160,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
x,633,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California,2325 S California Ave ,,5231629,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,634,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California,2325 S California Ave ,,5231629,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,635,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Bernard Gentry,2326 S Dearborn St ,,8428557,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,636,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Bernard Gentry,2326 S Dearborn St ,,8428557,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,637,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Kenyatta's Day Care,2334 E 75th ,,2213777,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
187,638,CPS_Early_Childhood_Portal_scrape.csv, Cardenas,2345 S. Millard ,,5341465,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
x,639,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Hillard House / Henry Booth,2401 S Wabash Ave ,,7919710,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
37,640,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Tepeyac,2414 S Albany Ave ,,2775888,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,641,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Tepeyac,2414 S Albany Ave ,,2775888,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,642,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - High Ridge YMCA,2424 W Touhy Ave ,,2628300,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,643,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Carlos Cantu,2434 S Kildare Ave ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,644,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Carlos Cantu,2434 S Kildare Ave ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
8,645,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Wee Wee Center for Creative,2434 W 71st St ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
256,646,CPS_Early_Childhood_Portal_scrape.csv, Chopin,2450 W. Rice ,,5344080,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
257,647,CPS_Early_Childhood_Portal_scrape.csv, Mayo,249 E. 37Th ,,5351260,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
x,648,CPS_Early_Childhood_Portal_scrape.csv, Beethoven,25 W. 47Th St. ,,5351480,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
x,649,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christopher House - Greenview,2507 N Greenview Ave ,,4721083,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
258,650,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Color For Tots,2550 E 73rd St ,,3638687,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,651,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christopher House - Logan Square,2610 N Francisco Ave ,,2354073,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,652,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College - St. Augustine - Nayarit,2610 W 25th Pl ,,8783641,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,653,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College - St. Augustine - Nayarit,2610 W 25th Pl ,,8783641,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,654,CPS_Early_Childhood_Portal_scrape.csv, Von Humboldt,2620 W. Hirsch St. ,,5344480,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
167,655,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Teddy Bear 1 51st Street,2649 W 51st St ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
259,656,CPS_Early_Childhood_Portal_scrape.csv, Dodge,2651 W. Washington ,,5346640,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
x,657,CPS_Early_Childhood_Portal_scrape.csv, Gads Hill Center - Sinai Community/Ogden,2653 W Ogden Ave ,,5211196,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,658,CPS_Early_Childhood_Portal_scrape.csv, Gads Hill Center - Sinai Community/Ogden,2653 W Ogden Ave ,,5211196,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,659,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - Rauner,2700 S Western Ave ,,8473115,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,660,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - Rauner,2700 S Western Ave ,,8473115,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
149,661,CPS_Early_Childhood_Portal_scrape.csv, Williams,2710 S.Dearborn ,,5349245,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
x,662,CPS_Early_Childhood_Portal_scrape.csv, Lafayette,2714 W. Augusta Blvd. ,,5344326,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
x,663,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - The Keeper's Inst.,2718 W 59th St ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
260,664,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Hegewisch,2725 E 130th ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
261,665,CPS_Early_Childhood_Portal_scrape.csv, Zapata,2728 S. Kostner ,,5341390,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
150,666,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Centro Infantil(Puerto Rican Comm),2739 W Division St ,,3428866,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
262,667,CPS_Early_Childhood_Portal_scrape.csv, Chalmers,2745 W. Roosevelt Rd. ,,5341720,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
x,668,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Whiz Kidz Learning Center,2814 W Marquette Rd ,,9252859,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
50,669,CPS_Early_Childhood_Portal_scrape.csv, Mary Crane League - Mary Crane - West,2820 N Leavitt St ,,3485528,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,670,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House - Cozy Corner,2820 W North Ave ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
151,671,CPS_Early_Childhood_Portal_scrape.csv, Saucedo,2850 W. 24Th St. ,,5341770,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
263,672,CPS_Early_Childhood_Portal_scrape.csv, Cather,2908 W. Washington ,,5346780,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
264,673,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services of Illinois - Trinidad / LSSI,2921 W Division St ,,2789332,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
6,674,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Near South / Henry Booth,2929 S Wabash Ave ,,7910424,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
5,675,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center 2929,2929 W 19th St ,,5211600,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,676,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center 2929,2929 W 19th St ,,5211600,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,677,CPS_Early_Childhood_Portal_scrape.csv, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,678,CPS_Early_Childhood_Portal_scrape.csv, Boys and Girls Clubs of Chicago - R.E. Woods,2950 W 25th St ,,8475172,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,679,CPS_Early_Childhood_Portal_scrape.csv, Schneider,2957 N. Hoyne ,,5345510,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
80,680,CPS_Early_Childhood_Portal_scrape.csv, Mary Crane League - Mary Crane - East,2974 N Clybourn Ave ,,3485528,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,681,CPS_Early_Childhood_Portal_scrape.csv, Cockrell,30 E. 61St ,,5350798,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
265,682,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Chicago Lawn,3001 W 59th St ,,9251085,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
168,683,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Little Leaders of Tomorrow,301 N Mayfield Ave ,,3788302,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
266,684,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Shining Star,3012 E 92nd St ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,685,CPS_Early_Childhood_Portal_scrape.csv, Bethune,3030 W. Arthington ,,5346890,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
118,686,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Young Scholars Dev. Ins,3038 W 59th St ,,9181944,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,687,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - South Chicago YMCA,3039 E 91st St ,,7219100,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
119,688,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Rey Gonzalez Children & Family Center,3050 E 92nd St ,,7219311,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
267,689,CPS_Early_Childhood_Portal_scrape.csv, Beidler,3151 W. Walnut ,,5346811,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
x,690,CPS_Early_Childhood_Portal_scrape.csv, Bethel New Life - Lake and Pulaski,316 N Pulaski Rd ,,2653830,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,691,CPS_Early_Childhood_Portal_scrape.csv, Curtis,32 E. 115Th St. ,,5355050,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
x,692,CPS_Early_Childhood_Portal_scrape.csv, Metropolitan Family Services - Midway Children's Center (Chicago Lawn),3215 W 63rd St ,,8842350,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
190,693,CPS_Early_Childhood_Portal_scrape.csv, Linne,3221 N. Sacramento ,,5345262,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
121,694,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Centro Nuestro / CYC,3222 W Division Ave ,,4893157,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,695,CPS_Early_Childhood_Portal_scrape.csv, Metropolitan Family Services - North Children's Center,3249 N Central Ave ,,3713700,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,696,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christoper House - Logan Square,3255 W Altgeld St ,,2354073,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,697,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Professional Playhouse,338 E 103rd ,,5680728,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,698,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Professional Playhouse,338 E 103rd ,,5680728,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,699,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College - St. Augustine - Flamboyan,3401 W McLean Ave ,,2763423,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
268,700,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Fifth City,3411 W Fifth Ave ,,8268686,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,701,CPS_Early_Childhood_Portal_scrape.csv, Edgewater Community Council - A B C Center / CYC,3415 W 13th Pl ,,7625655,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,702,CPS_Early_Childhood_Portal_scrape.csv, Edgewater Community Council - A B C Center / CYC,3415 W 13th Pl ,,7625655,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
269,703,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Pathway,3418 W 79th St ,,7765439,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
139,704,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Rachel's Learning Center #1,3430 W Roosevelt Rd ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
270,705,CPS_Early_Childhood_Portal_scrape.csv, Stowe,3444 W. Wabansia ,,5344175,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
7,706,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St ,,6380773,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,707,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St ,,6380773,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
271,708,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Pathway To Learning,3460 W 79th St ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,709,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Teddy Bear 2 Columbus,3473 W Columbus ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
74,710,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - Logan Square - First Lutheran YMCA,3500 W Fullerton Ave ,,8625960,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,711,CPS_Early_Childhood_Portal_scrape.csv, Lawndale,3500 W. Douglas ,,5341635,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
272,712,CPS_Early_Childhood_Portal_scrape.csv, McClellan,3527 S. Wallace ,,5351732,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
x,713,CPS_Early_Childhood_Portal_scrape.csv, Centers For New Horizons - Ida B. Wells Learning Center,3601 S Rhodes St ,,3733640,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
273,714,CPS_Early_Childhood_Portal_scrape.csv, Dvorak,3615 W. 16Th St. ,,5341690,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
274,715,CPS_Early_Childhood_Portal_scrape.csv, V.F. Thomas Early Childhood Center,3625 S. Hoyne Ave ,,5354088,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
x,716,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Near South Side,3630 S Wells Ave ,,5483614,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
191,717,CPS_Early_Childhood_Portal_scrape.csv, Monroe,3651 W. Schubert ,,5344155,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
x,718,CPS_Early_Childhood_Portal_scrape.csv, Firman Community Services - Firman House West,37 W 47th St ,,3733400,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
30,719,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center- Ogden 3701,3701 W Ogden Ave ,,5228400,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,720,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center- Ogden 3701,3701 W Ogden Ave ,,5228400,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
275,721,CPS_Early_Childhood_Portal_scrape.csv, Gary,3740 W. 31St St. ,,5341455,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
276,722,CPS_Early_Childhood_Portal_scrape.csv, Onward Neighborhood House - ABC Day Care,3800 N Austin Ave ,,6859033,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,723,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - St. Thomas,3801 S Wabash Ave ,,2850617,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
192,724,CPS_Early_Childhood_Portal_scrape.csv, Peck,3826 W. 58Th ,,5352450,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
277,725,CPS_Early_Childhood_Portal_scrape.csv, Hurley,3849 W. 69Th St ,,5352068,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
169,726,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Little Giants,3863 W Harrison St ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,727,CPS_Early_Childhood_Portal_scrape.csv, Centers For New Horizons - Edison L. Hoard Learning Center,3901 S State St ,,5362187,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
x,728,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - It Takes a Village,4000 W Division St ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
278,729,CPS_Early_Childhood_Portal_scrape.csv," Ward, Laura",410 N. Monticello ,,5346440,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
279,730,CPS_Early_Childhood_Portal_scrape.csv, Fuller,4214 S. St Lawrence ,,5351687,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
x,731,CPS_Early_Childhood_Portal_scrape.csv, Mason,4217 W. 18Th St. ,,5341530,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
x,732,CPS_Early_Childhood_Portal_scrape.csv, Mason,4217 W. 18Th St. ,,5341530,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
x,733,CPS_Early_Childhood_Portal_scrape.csv, Bateman,4220 N. Richmond ,,5345055,,Head Start,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
